Year,Province,Postal Code,Latitude,Longitude,Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
2017,Quebec,G8B5W2,48.565,-71.65556,93659.04
2017,Quebec,J0L1C0,45.82055,-73.26362,185547.78
2017,Alberta,T4A2G7,,,288952.6057
2017,Ontario,K0H1G0,44.2095,-76.7246,22008.78444
2017,Alberta,T0A2W0,53.842,-113.093,1303160.453
2017,Alberta,T6P1Y3,53.53199,-113.36492,309531.3952
2017,Alberta,T2P3H5,,,563500.81
2017,Alberta,T0A0M0,54.92312,-112.86186,119246.7709
2017,British Columbia,V8C 2H2,54.00286,-128.69531,862357.3202
2017,Ontario,P6A7B4,46.5217,-84.3637,2559371.5
2017,Quebec,G4R5M9,50.1583,-66.4416,1156148.148
2017,Quebec,G4Z2L6,49.2583,-68.1461,515887.5377
2017,Quebec,G9H2T7,46.3829,-72.3874,821708.4211
2017,Alberta,T6B3H1,,,195305.6494
2017,Ontario,P0T1C0,48.8361,-91.5656,18137.94
2017,Alberta,T0B1N0,52.5647,-112.1414,2053504.673
2017,New Brunswick,E2J1B4,45.2753,-66.0269,243460.82
2017,Quebec,J0J1A0,45.1123,-73.0129,470015.609
2017,New Brunswick,E8G2M3,47.9058,-65.867,2435029.52
2017,Saskatchewan,S4A2A6,49.09606,-103.0305,5501399.44
2017,Ontario,P7E6S3,48.3486,-89.3067,214592.8062
2017,Manitoba,R3Y1T1,49.7583,-97.2004,391587
2017,Ontario,L6S6B3,43.7512,-79.7168,75123.25
2017,Manitoba,R7A7J8,49.8449,-99.8896,39567.8579
2017,Alberta,,53.1812,-115.7625,147878.2324
2017,Alberta,T7A1S5,52.94707,-115.9026,72379.877
2017,Ontario,N9C4J3,42.2798,-83.0946,51641.89165
2017,Ontario,L1X2R4,43.8685,-79.10054,22833.6
2017,Nova Scotia,B0N1C0,45.2393,-63.3347,172992.033
2017,New Brunswick,E8G 2M1,47.8992,-65.8339,225465.5
2017,British Columbia,V5C1X4,49.29444,-122.98888,539770.2121
2017,British Columbia,V3H 3C8,49.29879,-122.89059,147.195
2017,Saskatchewan,S0N0H0,,,544820.9103
2017,Ontario,N7T7N4,42.9437,-82.4153,203397.166
2017,Alberta,T3N1C6,51.18058,113.9366,439214.8778
2017,Ontario,P0L1N0,49.0577,-81.0302,23615.44
2017,Ontario,P0R1B0,46.1982,-82.6989,132086.557
2017,Alberta,T1C1T9,50.0582,-110.7282,143778.6779
2017,Alberta,T0H1L0,,,3341551.055
2017,Ontario,K0E1E0,44.7846,-75.3773,53599.56052
2017,British Columbia,V2J3J6,53,-122.4583,120382.0093
2017,Alberta,T9N2H4,55.0473,-110.5778,26557.6216
2017,Ontario,L9H3S9,43.3521,-79.8679,475693.3033
2017,Ontario,N5C3K5,43.0687,-80.858,426236.1873
2017,Newfoundland and Labrador,A2V2V6,52.9565,-66.8936,992665.9659
2017,Alberta,T0J0M0,50.845,-113.591,622646.9528
2017,Alberta,T0J 0M0,50.90123,-113.39283,316925.7303
2017,Alberta,T0J0M0,50.8467,-113.58117,140138.4901
2017,Ontario,N6N1E3,42.9217,-81.1942,122352.4212
2017,Alberta,T1P1K3,51.0056,-113.1716,202783.2324
2017,Prince Edward Island,C1N4J9,46.4222,-63.679,58113.75
2017,Saskatchewan,S4P 3A1,50.4843,-104.5794,1751949.43
2017,Quebec,G4T1R3,47.3743,-61.8858,128167.839
2017,Quebec,H1B5B4,45.6324,-73.5244,233951.8664
2017,Alberta,T0P1J0,55.5827,-110.8888,3140913.438
2017,Quebec,G0A3G0,46.7447,-71.8126,705549.6489
2017,Quebec,J5A2G4,45.3401,-73.52367,719608.7286
2017,Alberta,T1A8E6,50.04092,-110.7219,380237.1461
2017,Alberta,T6S1E3,53.5874,-113.3647,147565.2169
2017,British Columbia,V0B2G0,49.50941,-114.65158,108124.0079
2017,Alberta,T4C 1A4,51.2225,-114.4956,419339.8028
2017,Alberta,T0A1T0,54.5964,-110.395,5629385.717
2017,New Brunswick,E2M7T7,45.1534,-66.2025,352096.26
2017,Ontario,N7M5J5,42.3839,-82.2218,155515.993
2017,Quebec,J3R1M6,46.0475,-73.13778,981174.4
2017,Ontario,P0M1N0,46.4452,-81.0846,114869.1531
2017,Ontario,P0M1N0,46.4786,-81.0553,228725.41
2017,Newfoundland and Labrador,A2H6J4,48.9552,-57.9485,57603.382
2017,Saskatchewan,S7K3K1,52.0919,-106.8475,607709.0985
2017,British Columbia,V0R1R0,48.875,-123.645,179344.1412
2017,British Columbia,V4G1B8,49.1436,-123.023,663819.4128
2017,Alberta,T5J 2V6,,,143938.6352
2017,Quebec,G9A6B1,46.33639,-72.55556,66940.0143
2017,Quebec,G7S5J7,48.42889,-71.24333,29477.43
2017,Ontario,L8N3J5,43.2597,-79.8111,4913881.212
2017,Ontario,P5E 1R6,46.26806,-81.76806,199188.4643
2017,Alberta,T2E2N1,51.0265,-113.9419,37769.972
2017,Alberta,T0M0S0,51.4001,-114.0343,116242.7013
2017,Alberta,T6A 0L2,53.5397,-113.4092,24770.37187
2017,Alberta,T8H2G2,53.55943,-113.35899,1330185.98
2017,New Brunswick,E3V1S9,47.3749,-68.3333,45065.768
2017,Alberta,,53.5575,-116.5472,198640.463
2017,Northwest Territories,X1A 3T1,64.7195,-110.6201,225685.786
2017,Quebec,g7j0e1,48.4124,-71.1307,121688.5079
2017,British Columbia,V1C2N1,,,354830.8822
2017,British Columbia,V0B2G1,49.75808,-114.82594,438799.1239
2017,Alberta,T0H1J0,55.0415,-119.631,246956.967
2017,Alberta,T1A7H3,50.676,-110.025,50500.902
2017,Alberta,T1A7N2,50.8053,-110.0349,292826.1693
2017,Ontario,M2J1P8,43.77221,-79.32341,274627.444
2017,Alberta,T0L2C0,51.0682,-115.1364,153315.303
2017,Alberta,T0L2C0,51.0589,-115.1745,1052211.336
2017,Manitoba,R0C0Y0,51.4135,-98.765,127822.459
2017,Ontario,N0J1J0,43.0989,-80.8943,349946.4124
2017,British Columbia,V0B1H0,50.18992,-114.87901,521744.1606
2017,British Columbia,V0C 1R0,58.6539,-122.6892,725182.7464
2017,British Columbia,V0C 1R0,58.64,-122.67,26807.1318
2017,Alberta,T8L2T3,53.7217,-113.1917,307421.5797
2017,Alberta,T8L2P4,53.7235,-113.1738,385168.1
2017,Alberta,T8L4J1,53.72539,-113.193,615166.0904
2017,Alberta,T8L 2T2,53.7575,-113.1499,85258.87658
2017,Alberta,T8L 2P4,53.7332,-113.175,31102.3859
2017,British Columbia,V1J4H7,,,172459.6143
2017,Alberta,T0C2T0,53.344,-114.305,9711112.17
2017,Ontario,L1N 5T1,43.8578,-78.9097,104657.494
2017,Alberta,T8V3A9,55.07111,-118.69111,146011.8924
2017,British Columbia,V0B1H0,50.085,-114.871,449058.0449
2017,Alberta,T0E0Y0,54.0071,-119.104,113611.5693
2017,Ontario,L8H7N5,43.2588,-79.7843,234739.5414
2017,Alberta,T7E 1T8,53.2045,-116.8112,188952.8212
2017,British Columbia,V9X1J2,49.1369,-123.8564,147653.5998
2017,Alberta,T0M0W0,51.6969,-114.475,387597.468
2017,New Brunswick,E4S5K8,45.99848,-65.3067,76402.69
2017,Alberta,T0K1B0,50.1294,-111.9084,58468.5998
2017,Manitoba,R8A1N9,54.77083,-101.88389,26734.324
2017,Ontario,N5A 4V4,43.3615,-80.9642,11987.24953
2017,Newfoundland and Labrador,A1C6K3,46.7504,-48.7829,580945.3697
2017,Alberta,T0E2B0,53.4917,-114.5817,194128.2918
2017,Newfoundland and Labrador,A0A2R0,47.4506,-53.0963,1400125.87
2017,British Columbia,V0N2S0,49.5237,-123.4837,114974.737
2017,Saskatchewan,S9V1M6,53.26311,-109.94889,1041154.971
2017,Quebec,H1B1B4,45.6203,-73.5183,121613.0396
2017,Ontario,K0E1P0,44.6606,-75.6017,100543.31
2017,Saskatchewan,S4P 3C7,50.5176,-104.6301,229081.3211
2017,Ontario,P0K1G0,48.7696,-80.6669,20019.491
2017,Alberta,T4N 6A1,52.30827,-113.5415,155471.397
2017,Quebec,J6E0L4,46.0297,-73.4024,806750.31
2017,Alberta,,54.57229,-115.5231,46931.4266
2017,British Columbia,V2C1A9,50.6861,-120.4037,134293.6792
2017,Alberta,T8V3R5,54.61236,-118.21126,90099.083
2017,Alberta,T0H 1P0,54.4272,-116.8843,245043.1665
2017,Alberta,T0H 1P0,54.1944,-116.6322,361415.1828
2017,Ontario,L6A1S5,43.8683,-79.4984,527678.6051
2017,Alberta,T0E0N0,53.4487,-114.4491,8301764.424
2017,Ontario,P9N0C1,,,735321.2775
2017,Ontario,P4N7K1,48.57373,-81.09115,38367.418
2017,Ontario,P2N3M7,48.1347,-80.0425,252325.201
2017,Quebec,J3X1T4,45.7125,-73.425,191483.1624
2017,Quebec,G9A5E9,46.3583,-72.5185,61155.059
2017,British Columbia,V6W1H4,49.1591,-123.0032,699542.9259
2017,Ontario,K0H1G0,44.1664,-76.8026,760802.328
2017,British Columbia,V2H1T4,50.6629,-120.0657,164.917998
2017,Alberta,T5V1K2,53.58051,-113.60328,600543.3512
2017,Ontario,K0H 1G0,44.1439,-76.8492,130435.26
2017,Nova Scotia,B1H 5E6,46.2358,-60.0386,2192083.389
2017,Alberta,T9H3G6,56.6667,-111.3451,821313.1677
2017,Alberta,T9H 3G6,57.04056,-111.90672,318971.001
2017,British Columbia,V0C2C0,55.2914,-123.1592,95393.6156
2017,Manitoba,R9A1L4,53.86083,-101.21306,80703.11
2017,Quebec,J0B2L0,45.6207,-71.6049,201847.047
2017,British Columbia,V0C2K0,56.1447,-120.6686,499553.3707
2017,British Columbia,V0C 2K0,56.1508,-120.6679,141695.201
2017,Saskatchewan,S9V1M6,53.25932,-109.95124,888851.108
2017,Alberta,T9H3L1,57.04083,-111.61583,11335636.12
2017,Quebec,G0G1J0,52.76639,-67.33306,238239.923
2017,Ontario,L5J2Y3,43.5012,-79.6101,449703.7652
2017,Ontario,L5J1K1,43.4972,-79.6277,1125489.853
2017,Ontario,N3T5L9,43.1262,-80.2285,80885
2017,Saskatchewan,S0G0G0,50.42872,-105.19838,677304.0478
2017,Alberta,T9H4W1,57.3517,-111.5222,1394225.551
2017,Ontario,N0A1L0,42.8375,-80.0517,950753.56
2017,Alberta,T0C2L0,52.31287,-113.07678,93925.342
2017,Northwest Territories,X0E0V0,65.2873,-126.8812,12763.8659
2017,Newfoundland and Labrador,A0B1N0,47.798,-53.9938,1346788.51
2017,British Columbia,V2L4W2,53.9779,-122.695,165947.41
2017,Ontario,N0N1G0,42.8825,-82.4044,799455.31
2017,Ontario,N7T 7H5,42.9385,-82.4137,102257.8656
2017,Ontario,N0N 1G0,42.8971,-82.4399,55297.189
2017,Alberta,T4L2N2,52.3083,-113.55,3041205.2
2017,Ontario,L1J1N3,43.87182,-78.86319,82528.932
2017,Ontario,K1H8M8,45.4032,-75.65408,26929.7626
2017,Quebec,J0X3B0,45.5985,-75.2562,75123.164
2017,Alberta,T8S 1V1,56.3806,-116.795,326049.2779
2017,Alberta,T8S1V7,56.3772,-117.1756,129899.6626
2017,Quebec,G9H3X3,46.3803,-72.3616,69562.69
2017,Ontario,K0K2T0,44.0553,-77.1222,563409.822
2017,Saskatchewan,S9V0Z1,53.27974,-109.36676,220416.4458
2017,British Columbia,V0C1J0,55.5719,-121.9416,391667.9329
2017,British Columbia,V2N1B7,53.90229,-122.79632,1278505.7
2017,Nova Scotia,B1Y 2A6,46.3225,-60.3039,1152031.531
2017,Nova Scotia,B9A 1Z4,45.5872,-61.3489,885392.4847
2017,Saskatchewan,S0H0Z0,49.0472,-105.4883,3936647.94
2017,British Columbia,V9Y5J7,49.248,-124.80952,38890.6015
2017,British Columbia,V8A4R3,49.8738,-124.55222,68585.6837
2017,Alberta,T4N 6N1,52.3874,-113.6005,321215.7463
2017,British Columbia,V2L4V4,53.92818,-122.69891,143675.781
2017,Alberta,T0H1V0,55.7251,-119.3999,29951.216
2017,Saskatchewan,S7M1P5,52.0944,-106.705,1366726.96
2017,Alberta,T0L1K0,50.7477,-114.4947,91148.8716
2017,Quebec,H1B1C3,45.6417,-73.5167,1217605.494
2017,Quebec,G6V7N1,46.7592,-71.1914,1332887.59
2017,Quebec,J9Y 0G1,61.6916,-73.6666,135625.6642
2017,Alberta,T0H2Y0,58.4471,-119.2383,75203.8819
2017,Alberta,T4T1A7,52.1463,-115.33,280991.3441
2017,Manitoba,R2J4G7,,,182061.0735
2017,Alberta,T0A2W0,53.97733,-113.08634,190646.8813
2017,New Brunswick,E2L4H6,45.2838,-66.0102,3083038.339
2017,Saskatchewan,S0N2E0,,,260536.7241
2017,Alberta,T0C2J0,52.7581,-114.1116,393918.217
2017,Ontario,N7T7M5,42.9544,-82.4153,279143.2799
2017,Ontario,N7T7M5,42.9586,-82.4146,444423.0665
2017,Ontario,N7T 7H9,42.9521,-82.3664,140353.6001
2017,Ontario,N0N1G0,42.9025,-82.4511,771763.4115
2017,Ontario,N7T7J3,42.9306,-82.4433,765716.0018
2017,Ontario,N7T7M5,42.9542,-82.4158,1389949.14
2017,Ontario,N7T8H1,42.9346,-82.4381,1006879.148
2017,Saskatchewan,T2P3H5,,,404200.1485
2017,Saskatchewan,S4P4K5,,,58615.93
2017,Saskatchewan,S4P4B3,50.4333,-105.1833,593225
2017,Alberta,T8L4A3,53.8042,-113.0824,354006.1682
2017,Alberta,T8L3T2,53.7991,-113.0807,462235.035
2017,Alberta,T8L4A4,53.7407,-113.0231,3461837.078
2017,Quebec,G8K2R6,48.6667,-72.4583,114750.7219
2017,Saskatchewan,S4A2K9,49.0874,-102.86818,2362353.32
2017,Alberta,,51.5317,-111.7861,5664805.996
2017,Alberta,T0M0M0,51.9655,-114.7536,417503.6949
2017,Alberta,T2P4V8,51.0396,-114.559,212095.6595
2017,Alberta,T8L 4A4,53.7959,-113.0996,902829.6469
2017,Manitoba,R7A7C4,49.8309,-99.9078,662339.35
2017,Quebec,J0Z3R0,46.71083,-79.09667,156092.33
2017,Ontario,L1C3K3,43.8806,-78.7005,1489700.106
2017,Ontario,N4X1B6,43.2426,-81.1478,556961.2474
2017,Ontario,L8L 8K5,43.26438,-79.82723,242394.8695
2017,Ontario,N0A1L0,42.81,-80.0967,3243234.615
2017,Alberta,T4T1B5,52.2263,-115.177,254636.036
2017,Alberta,T6P1X7,53.5417,-113.3917,1621856.964
2017,Manitoba,R2Y2M1,49.90933,-97.30489,83329
2017,Alberta,T0E0N1,53.5085,-114.5571,12732997.91
2017,Ontario,N0N1H0,42.8142,-82.4556,491178.9306
2017,Newfoundland and Labrador,A1B 0T2,46.475,-48.4794,629805.5177
2017,Ontario,P0T2W0,48.7965,-87.1039,149241.351
2017,British Columbia,V1R4L8,49.10194,-117.71722,413369.0945
2017,Saskatchewan,S4P4K5,,,428833.73
2017,Nova Scotia,B0K 1X0,45.6202,-62.6498,1620799.508
2017,Nova Scotia,B3A 1H3,44.6764,-63.5961,839566.928
2017,Quebec,G8B5W2,48.5837,-71.6889,870428.1616
2017,Quebec,G7S4L2,48.4274,-71.1599,665784.191
2017,Quebec,J6N1W5,45.3079,-73.8947,10804.647
2017,Quebec,G9H2Y8,46.3832,-72.3724,14562.581
2017,Quebec,G5B2H3,50.0334,-66.791,958058.071
2017,Quebec,G0A1S0,46.69317,-71.94488,484613.7054
2017,Quebec,G9X3P8,47.45,-72.7917,210489.7364
2017,Quebec,G1K7H9,46.82417,-71.21528,15579.38404
2017,Quebec,J0L1C0,45.8363,-73.252,774128.17
2017,Quebec,G7B4G9,48.1821,70.5536,496268.485
2017,Quebec,G7N1A2,48.3007,-71.1289,492202.088
2017,Ontario,N6A4L9,42.87575,-81.22255,68925.115
2017,Alberta,,54.9527,-119.1953,103245.0734
2017,Alberta,T0K 1W0,49.3052,-114.0003,280437.4755
2017,Ontario,N9C4C8,42.2807,-83.0876,21919.0306
2017,Alberta,T8L2P4,53.7332,-113.175,1042220.439
2017,Ontario,P8N2Z7,49.7831,-92.8472,65348.029
2017,Ontario,L1N7C1,43.8593,-78.9032,220533.76
2017,British Columbia,,59.56458,-121.05312,96569.916
2017,Alberta,T4C1A6,51.2195,-114.6454,141408.697
2017,British Columbia,V2G5E8,52.1608,-122.1724,11484.104
2017,Alberta,,54.7729,-110.579,3626255.772
2017,Alberta,,59.06312,-118.87573,10450.3185
2017,Alberta,T8H2T3,53.5586,-113.368,114369.8369
2017,Saskatchewan,S4A2W2,49.1418,-103.0019,159598.04
2017,Saskatchewan,S9V0Z1,53.527,-109.3568,499257.8021
2017,Quebec,J6E2W5,46.0374,-73.4208,22668.449
2017,Ontario,L0R1C0,43.0705,-79.7917,26118.78544
2017,New Brunswick,E2L4K9,45.2788,-66.0249,90049.781
2017,Ontario,P6A6W6,46.51549,-84.36908,291.6835
2017,Ontario,L2E6S4,43.1234,-79.1673,141361.2
2017,Saskatchewan,,53.5051,-109.5716,117207.268
2017,Ontario,K0A1L0,45.2855,-75.9634,11906
2017,Alberta,T8V6L9,55.3292,-119.233,49104.8533
2017,British Columbia,V2N2K3,53.92282,-122.6906,187297.93
2017,Ontario,N0P1A0,42.314,-82.0557,723107.5
2017,Quebec,J5J2R7,45.7846,-73.906,105799.86
2017,British Columbia,V4N0E8,49.14944,-122.75806,142533.6473
2017,Ontario,K0A2Z0,45.2342,-75.7612,88385.6234
2017,Alberta,T0H3N0,54.9364,117.229,19525.165
2017,Ontario,N8Y4S5,42.3258,-83.0085,68682.41
2017,Alberta,T5V1L9,53.5841,-113.6144,117967.0726
2017,Saskatchewan,,49.4711,-103.7061,61553.415
2017,Newfoundland and Labrador,A1C1C2,46.7215,-48.1341,418080.69
2017,New Brunswick,E6G1W4,46.0111,-67.2265,105160.04
2017,Alberta,T4A 0P7,51.1894,-113.9378,75282.1929
2017,Quebec,G9H4X6,46.36803,-72.40502,80339.6293
2017,Ontario,N1E1Z6,43.5742,-80.2323,76639.6
2017,Alberta,T7E1W1,53.0892,-116.8059,115853.1182
2017,Ontario,N0N1G0,42.9011,-82.4461,608362.5523
2017,Alberta,T6S1H5,53.5594,-113.3472,1157549.659
2017,Ontario,N8M2X7,42.2556,-82.7795,139977.675
2017,Ontario,N0R1B0,42.0879,-82.8725,193295.225
2017,Ontario,L5P1B2,43.6682,-79.5984,68086.26
2017,Alberta,,55.5863,113.8842,32135.321
2017,Quebec,J0L1C0,45.8206,-73.2661,100936.583
2017,Quebec,J6S0A7,45.2639,-74.1546,161437.9256
2017,Alberta,T4H1T8,51.74218,-114.1347,101903.0899
2017,Ontario,L6T2J5,43.7043,-79.7275,67216.432
2017,Alberta,T4L2N4,52.3858,-113.595,32675.0521
2017,Ontario,L5M2G6,43.6034,-79.6967,182950
2017,British Columbia,V0C1R0,58.8321,-121.38514,50518.493
2017,Alberta,T8V3A9,55.17221,-118.83111,148568.6249
2017,Northwest Territories,X1A2P8,64.4951,-110.2832,194968.04
2017,Alberta,T6B2X6,53.5277,-113.3926,516.77
2017,Manitoba,R2H3B4,49.9273,-97.0168,1591.26
2017,Nova Scotia,B0H1L0,45.17351,-61.61446,78219.838
2017,British Columbia,V0K 1W0,50.47235,-121.02132,171715.982
2017,New Brunswick,E2M3H1,45.262,-66.0924,96856.086
2017,British Columbia,V0B2G0,49.952,-114.756,187482.8999
2017,Saskatchewan,S9V1M6,53.25905,-109.95288,35786.998
2017,Alberta,T9H5N4,56.4117,-110.9376,1883326.783
2017,Alberta,T2H2G7,51.0867,-114.0088,1844.514
2017,Nova Scotia,B3J3M8,43.0119,-59.9833,147534.102
2017,Alberta,t9n2g7,54.345,-110.3323,739615.7582
2017,Quebec,J3X1P7,45.7078,-73.4242,62931.468
2017,Ontario,P0M1S0,46.5775,-80.8042,133617.9358
2017,British Columbia,V0C1J0,55.3658,-121.7628,186585.73
2017,British Columbia,V0C 2W0,55.06111,-121.25333,316868.4814
2017,Quebec,J6V9T6,45.7326,-73.5346,102856.8
2017,Alberta,T7V1V5,53.0665,-117.4048,95875.47
2017,Ontario,L1W3A3,43.8182,-79.0513,45800.4415
2017,Alberta,,56.11279,-111.82786,237333.6326
2017,Ontario,N0N1H0,42.7683,-82.4542,331858.0402
2017,Alberta,T9H 3H5,57.3354,-111.7556,4919022.771
2017,Alberta,,55.52779,-110.87384,821801.6018
2017,Manitoba,R0J1E0,50.25572,-99.86322,77198.208
2017,Alberta,A1A 1A1,54.323,-110.25,274862.777
2017,Ontario,M4M3B9,43.6495,-79.3311,188421.61
2017,Alberta,T0P1J0,56.1936,-110.9506,3050754.308
2017,Ontario,N0G2T0,44.3193,-81.5657,25851.36205
2017,Ontario,N9C0B9,42.2655,-83.1001,65084.7667
2017,Alberta,T1A0B3,50.5772,-111.1781,42261.6
2017,Saskatchewan,S0L3J0,52.0057,-107.0936,101207.108
2017,Alberta,T6B2X6,53.5291,-113.3875,82564.455
2017,Alberta,T0L2C0,51.0653,-115.2211,155101.8101
2017,Ontario,L8G3G7,43.1612,-79.5058,49644.1089
2017,British Columbia,V0C 2K0,56.145,-120.651,61846.766
2017,Ontario,N0A1H0,43.0126,-80.0156,74863.164
2017,Alberta,,53.583,-116.842,58830.292
2017,Alberta,T8V8B9,54.8333,-118.6467,60074.411
2017,British Columbia,,56.583,-121.256,107683.245
2017,Alberta,,53.89195,-117.34302,47390.43
2017,British Columbia,V9E1J9,48.3212,-123.2747,64808.716
2017,Ontario,k8V5R8,44.1114,77.5878,58201.25095
2017,Alberta,,56.09516,-113.44119,61080.531
2017,Alberta,,50.22445,-111.03854,23878.73948
2017,Alberta,,50.39906,-110.50597,33535.93935
2017,Alberta,,50.6315,-111.0222,41348.8
2017,British Columbia,V3M5R1,49.1678,-122.9386,25243.3096
2017,British Columbia,V1M3H1,49.191,-122.661,53594.9513
2017,Alberta,T1J4P4,49.47331,-112.47621,80245.35
2017,Saskatchewan,S7M5V5,52.09923,-106.70651,91502.27184
2017,British Columbia,V4K3N2,49.099,-123.024,198286.1759
2017,Manitoba,R3E1X1,49.93123,-97.04538,48497
2017,Quebec,J0V1B0,45.7683,-74.6141,179627.4213
2017,Alberta,,54.10681,-117.51674,68435.1986
2017,British Columbia,,55.294,-120.484,39176.419
2017,Alberta,,54.35022,-119.4578,38966.625
2017,Quebec,J1S2L9,45.5644,-71.979,91863.9494
2017,Ontario,N8Y2S7,42.32552,-83.00067,19229.894
2017,British Columbia,,58.85197,-121.7858,10190.619
2017,Alberta,,54.1725,-118.3276,191856.3969
2017,Alberta,,55.4819,-119.0592,69886.15
2017,British Columbia,,58.6856,-121.3178,87451.67178
2017,British Columbia,,55.3007,-120.0284,73698.391
2017,Ontario,M5H1L2,43.6482,-79.3858,115870.218
2017,Ontario,M5G1H9,43.6576,-79.3854,80134.379
2017,Alberta,T6A 2E9,53.5608,-113.4153,42079.9
2017,Ontario,P6A7B4,46.5217,-84.3637,1431087.75
2017,Alberta,T9N2J7,55.0696,-110.5361,3158594.24
2017,Ontario,P6A5K6,46.5183,-84.4148,37371.69065
2017,Ontario,L6J5C9,43.484,-79.6692,79842.625
2017,Ontario,P7B6S8,52.6039,-90.3682,33190.874
2017,Ontario,L6T0A8,43.7465,-79.6799,177337.123
2017,British Columbia,V3N4V3,49.1866,-122.9785,118802.71
2017,Ontario,N5P3T2,42.8156,-81.3267,127466.548
2017,Ontario,K0E1T0,44.7353,-75.4842,86816.58025
2017,Alberta,T9V0R7,53.28812,-110.01941,89421.199
2017,Alberta,T0H2Y0,58.45067,-119.2384,95576.45065
2017,Ontario,N5H2R9,42.7827,-80.9813,69032.4469
2017,Ontario,K7L4Z6,44.2159,-76.5553,86349.921
2017,Ontario,M6M 4Y4,43.69424,-79.50424,63006.5679
2017,Ontario,L3K5V5,42.9212,-79.2554,138725.774
2017,Alberta,,52.463,-114.3465,51271.667
2017,Alberta,,52.77972,-115.66688,29177.901
2017,Alberta,,53.03963,-115.95715,38965.649
2017,British Columbia,V3M1Z7,49.20139,-122.93611,15752.7535
2017,Quebec,J8X4H3,45.42528,-75.70833,48714.0445
2017,New Brunswick,E5C2K4,45.1567,-66.7714,48862.433
2017,Quebec,H1W2K3,45.54611,-73.5335,73544.42
2017,Alberta,T1G2C4,49.7894,-112.1261,89638.5593
2017,Quebec,J8H2C5,45.3634,-74.1457,145.89975
2017,Ontario,K0J1Y0,45.5964,-76.7552,32302.1213
2017,Saskatchewan,S9X1V7,54.15686,-108.28572,89215.27
2017,Alberta,T2T6N9,55.6664,-110.714,854383.0641
2017,Alberta,T7S1N9,54.1444,-115.6917,68869.6
2017,Alberta,,52.31722,-114.39727,56689.315
2017,Nova Scotia,B2H5E8,45.65243,-62.71653,53360.72
2017,Ontario,N0N1M0,42.8489,-82.4244,41168.391
2017,Northwest Territories,X0E0T0,68.35526,-133.73081,22753.3678
2017,Quebec,H3K1X6,45.47359,-73.56072,70673.091
2017,Alberta,,52.9404,-114.8323,62681.47
2017,Alberta,,53.75495,-117.09094,96716.46586
2017,Saskatchewan,S0K0C0,51.9386,-106.084,107604.275
2017,Saskatchewan,S4a2W2,49.0935,-102.8864,45356.31
2017,Quebec,J0K1B0,45.9633,-73.47,54190.406
2017,Alberta,,50.6719,-110.0289,80907.951
2017,Ontario,M5E1A3,43.64252,-79.37092,65923.747
2017,Quebec,J8H2C5,45.60975,-74.23946,276826.27
2017,Ontario,N1T1S6,43.368,-80.2738,4554.68072
2017,Ontario,N2J3Z4,43.4418,-80.5787,56061.48445
2017,Quebec,J2K3G6,46.11599,-72.47588,52103.75864
2017,Quebec,H3A1A4,45.5061,-73.5784,29148.42
2017,Quebec,H9X1S2,45.4069,-73.9367,3154.398
2017,Quebec,H2K2X3,45.5328,-73.549,56268.1027
2017,Saskatchewan,S0K4L0,52.433,-109.5976,56325.72
2017,Alberta,T0H3G0,55.8767,-119.3011,53302.4173
2017,British Columbia,V1J4H7,56.2278,-120.819,59350.3873
2017,British Columbia,V1J4H7,57.1733,-122.175,57582.2643
2017,British Columbia,V1J4h7,57.1733,-122.175,40559.4049
2017,Ontario,N0N1G0,42.8967,-82.3982,99210.8063
2017,Alberta,,54.4233,-117.7604,49946.826
2017,Alberta,T4T1B1,52.496,-114.988,56246.8922
2017,Alberta,T9H3H3,57.2175,-110.895,4710058.832
2017,Alberta,T9H 3E3,57.0033,-111.4661,8443637.607
2017,Ontario,N0N1M0,42.9294,-82.4381,160292.5228
2017,Alberta,,54.13591,-117.24179,46892.64
2017,Alberta,,53.85561,-117.38007,64235.714
2017,Saskatchewan,S0G 0G0,50.44213,-105.22224,74977.8825
2017,Alberta,T0H1Z0,58.50033,-117.13662,51913.5254
2017,Ontario,N3H5K2,43.41307,-80.37388,94181.539
2017,Ontario,N7M5M1,,,486825.436
2017,Alberta,T6G2N7,53.5196,-113.529,205306.3181
2017,Ontario,N9B3P4,42.3062,-83.0678,24511.201
2017,British Columbia,V1J1Z9,56.9561,-121.9156,53117.759
2017,Manitoba,R8N1P3,55.71333,-97.85556,62717.855
2017,Newfoundland and Labrador,A0P1C0,56.3325,-62.0985,88683.18
2017,Quebec,H1C1V3,45.6722,-73.525,78412.327
2017,Quebec,J2A3H3,45.81043,-72.37557,146931.7328
2017,British Columbia,V0K 1H0,50.78555,-121.32324,32656.468
2017,British Columbia,V2J 6A1,53.0058,-122.5026,63499.11472
2017,Alberta,T0E0B0,54.2382,-115.3797,31053.4
2017,Alberta,T7S1P6,54.16236,-115.7339,5029.2724
2017,Quebec,H1B5H6,45.6283,-73.5125,53954.5267
2017,Quebec,J9X7C1,48.25417,-79.01667,119283.772
2017,Ontario,P0M2R0,46.67417,-81.3425,18555.8493
2017,Ontario,M3J2X8,43.7747,-79.4857,2059.8933
2017,Quebec,G1J3V9,46.8318,-71.224,90203.35
2017,Quebec,G0A4J0,47.10963,-70.8369,40956
