Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Percent; Estimate; All households,Percent; Margin of Error; All households,Limited English-speaking households; Estimate; All households,Limited English-speaking households; Margin of Error; All households,Percent limited English-speaking households; Estimate; All households,Percent limited English-speaking households; Margin of Error; All households,Total; Estimate; Households speaking -- - Spanish,Total; Margin of Error; Households speaking -- - Spanish,Percent; Estimate; Households speaking -- - Spanish,Percent; Margin of Error; Households speaking -- - Spanish,Limited English-speaking households; Estimate; Households speaking -- - Spanish,Limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Percent limited English-speaking households; Estimate; Households speaking -- - Spanish,Percent limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Total; Estimate; Households speaking -- - Other Indo-European languages,Total; Margin of Error; Households speaking -- - Other Indo-European languages,Percent; Estimate; Households speaking -- - Other Indo-European languages,Percent; Margin of Error; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Total; Estimate; Households speaking -- - Asian and Pacific Island languages,Total; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Total; Estimate; Households speaking -- - Other languages,Total; Margin of Error; Households speaking -- - Other languages,Percent; Estimate; Households speaking -- - Other languages,Percent; Margin of Error; Households speaking -- - Other languages,Limited English-speaking households; Estimate; Households speaking -- - Other languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other languages
0600000US3600984055,3600984055,"Yorkshire town, Cattaraugus County, New York",1577,109,(X),(X),0,11,0,1.9,9,12,0.6,0.8,0,11,0,95,0,11,0,1.9,0,11,-,**,0,11,0,1.9,0,11,-,**,0,11,0,1.9,0,11,-,**
0600000US3601100000,3601100000,"County subdivisions not defined, Cayuga County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
0600000US3601103078,3601103078,"Auburn city, Cayuga County, New York",11572,355,(X),(X),228,103,2,0.9,413,152,3.6,1.3,165,105,40,20.3,365,123,3.2,1.1,49,48,13.4,12.5,38,35,0.3,0.3,14,18,36.8,46.7,113,74,1,0.6,0,21,0,23
0600000US3601103166,3601103166,"Aurelius town, Cayuga County, New York",1123,75,(X),(X),0,11,0,2.6,15,11,1.3,1,0,11,0,73.6,19,12,1.7,1.1,0,11,0,65.4,0,11,0,2.6,0,11,-,**,0,11,0,2.6,0,11,-,**
0600000US3601110297,3601110297,"Brutus town, Cayuga County, New York",1794,82,(X),(X),0,11,0,1.7,4,5,0.2,0.3,0,11,0,100,37,41,2.1,2.3,0,11,0,46.8,18,21,1,1.2,0,11,0,67.2,9,13,0.5,0.7,0,11,0,95
0600000US3601112969,3601112969,"Cato town, Cayuga County, New York",916,73,(X),(X),2,4,0.2,0.4,14,13,1.5,1.4,2,4,14.3,27.4,30,26,3.3,2.7,0,11,0,52,4,6,0.4,0.6,0,11,0,100,0,11,0,3.2,0,11,-,**
0600000US3601117849,3601117849,"Conquest town, Cayuga County, New York",707,75,(X),(X),0,11,0,4.2,10,7,1.4,1,0,11,0,90.1,15,11,2.1,1.7,0,11,0,73.6,0,11,0,4.2,0,11,-,**,0,11,0,4.2,0,11,-,**
0600000US3601126231,3601126231,"Fleming town, Cayuga County, New York",1082,74,(X),(X),0,11,0,2.7,24,16,2.2,1.5,0,11,0,58.2,0,11,0,2.7,0,11,-,**,0,11,0,2.7,0,11,-,**,6,9,0.6,0.8,0,11,0,100
0600000US3601128673,3601128673,"Genoa town, Cayuga County, New York",691,58,(X),(X),4,5,0.6,0.7,22,18,3.2,2.6,0,11,0,60.7,6,6,0.9,0.9,0,11,0,100,0,11,0,4.2,0,11,-,**,7,6,1,0.9,4,5,57.1,55.7
0600000US3601137660,3601137660,"Ira town, Cayuga County, New York",863,81,(X),(X),0,11,0,3.4,0,11,0,3.4,0,11,-,**,3,4,0.3,0.5,0,11,0,100,0,11,0,3.4,0,11,-,**,0,11,0,3.4,0,11,-,**
0600000US3601141740,3601141740,"Ledyard town, Cayuga County, New York",598,64,(X),(X),0,11,0,4.9,33,35,5.5,5.6,0,11,0,49.6,14,9,2.3,1.6,0,11,0,76.1,8,13,1.3,2.1,0,11,0,100,0,11,0,4.9,0,11,-,**
0600000US3601143071,3601143071,"Locke town, Cayuga County, New York",733,63,(X),(X),0,11,0,4,33,26,4.5,3.6,0,11,0,49.6,10,8,1.4,1.1,0,11,0,90.1,0,11,0,4,0,11,-,**,0,11,0,4,0,11,-,**
0600000US3601146602,3601146602,"Mentz town, Cayuga County, New York",910,84,(X),(X),0,11,0,3.2,5,6,0.5,0.7,0,11,0,100,10,10,1.1,1.1,0,11,0,90.1,0,11,0,3.2,0,11,-,**,0,11,0,3.2,0,11,-,**
0600000US3601148131,3601148131,"Montezuma town, Cayuga County, New York",527,52,(X),(X),0,11,0,5.5,2,3,0.4,0.6,0,11,0,100,2,3,0.4,0.6,0,11,0,100,12,14,2.3,2.6,0,11,0,82.3,0,11,0,5.5,0,11,-,**
0600000US3601148307,3601148307,"Moravia town, Cayuga County, New York",1066,114,(X),(X),5,9,0.5,0.9,13,10,1.2,1,0,11,0,79,0,11,0,2.8,0,11,-,**,5,9,0.5,0.9,5,9,100,100,0,11,0,2.8,0,11,-,**
0600000US3601151198,3601151198,"Niles town, Cayuga County, New York",492,47,(X),(X),0,11,0,5.9,3,4,0.6,0.9,0,11,0,100,6,6,1.2,1.2,0,11,0,100,3,4,0.6,0.9,0,11,0,100,0,11,0,5.9,0,11,-,**
0600000US3601155871,3601155871,"Owasco town, Cayuga County, New York",1515,90,(X),(X),0,11,0,2,33,29,2.2,1.9,0,11,0,49.6,72,49,4.8,3.2,0,11,0,32.7,0,11,0,2,0,11,-,**,0,11,0,2,0,11,-,**
0600000US3601165816,3601165816,"Scipio town, Cayuga County, New York",651,64,(X),(X),14,24,2.2,3.6,26,28,4,4.3,14,24,53.8,53.8,12,9,1.8,1.3,0,11,0,82.3,1,3,0.2,0.5,0,11,0,100,3,4,0.5,0.7,0,11,0,100
0600000US3601166278,3601166278,"Sempronius town, Cayuga County, New York",355,44,(X),(X),0,11,0,8.1,8,7,2.3,1.9,0,11,0,100,1,4,0.3,1,0,11,0,100,0,11,0,8.1,0,11,-,**,0,11,0,8.1,0,11,-,**
0600000US3601166443,3601166443,"Sennett town, Cayuga County, New York",1287,97,(X),(X),0,11,0,2.3,10,17,0.8,1.3,0,11,0,90.1,14,23,1.1,1.7,0,11,0,76.1,8,12,0.6,0.9,0,11,0,100,0,11,0,2.3,0,11,-,**
0600000US3601170376,3601170376,"Springport town, Cayuga County, New York",917,89,(X),(X),0,11,0,3.2,25,18,2.7,1.9,0,11,0,57,16,21,1.7,2.2,0,11,0,71.2,0,11,0,3.2,0,11,-,**,0,11,0,3.2,0,11,-,**
0600000US3601171146,3601171146,"Sterling town, Cayuga County, New York",1237,105,(X),(X),0,11,0,2.4,9,10,0.7,0.8,0,11,0,95,9,9,0.7,0.7,0,11,0,95,0,11,0,2.4,0,11,-,**,0,11,0,2.4,0,11,-,**
0600000US3601172037,3601172037,"Summerhill town, Cayuga County, New York",463,52,(X),(X),6,12,1.3,2.5,6,12,1.3,2.5,6,12,100,100,7,7,1.5,1.5,0,11,0,100,0,11,0,6.3,0,11,-,**,0,11,0,6.3,0,11,-,**
0600000US3601173770,3601173770,"Throop town, Cayuga County, New York",815,60,(X),(X),0,11,0,3.6,5,7,0.6,0.9,0,11,0,100,15,9,1.8,1.2,0,11,0,73.6,0,11,0,3.6,0,11,-,**,0,11,0,3.6,0,11,-,**
0600000US3601177024,3601177024,"Venice town, Cayuga County, New York",501,57,(X),(X),0,11,0,5.8,32,35,6.4,6.7,0,11,0,50.4,4,5,0.8,1,0,11,0,100,0,11,0,5.8,0,11,-,**,0,11,0,5.8,0,11,-,**
0600000US3601177420,3601177420,"Victory town, Cayuga County, New York",613,65,(X),(X),0,11,0,4.8,8,7,1.3,1.2,0,11,0,100,12,9,2,1.5,0,11,0,82.3,0,11,0,4.8,0,11,-,**,0,11,0,4.8,0,11,-,**
0600000US3601300000,3601300000,"County subdivisions not defined, Chautauqua County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
0600000US3601302605,3601302605,"Arkwright town, Chautauqua County, New York",454,52,(X),(X),0,11,0,6.4,13,21,2.9,4.6,0,11,0,79,0,11,0,6.4,0,11,-,**,3,4,0.7,0.8,0,11,0,100,0,11,0,6.4,0,11,-,**
0600000US3601311451,3601311451,"Busti town, Chautauqua County, New York",3215,140,(X),(X),0,16,0,0.9,37,27,1.2,0.8,0,16,0,46.8,71,38,2.2,1.2,0,16,0,33,10,16,0.3,0.5,0,16,0,90.1,0,16,0,0.9,0,16,-,**
0600000US3601312639,3601312639,"Carroll town, Chautauqua County, New York",1471,125,(X),(X),0,11,0,2,0,11,0,2,0,11,-,**,0,11,0,2,0,11,-,**,0,11,0,2,0,11,-,**,0,11,0,2,0,11,-,**
0600000US3601313035,3601313035,"Cattaraugus Reservation, Chautauqua County, New York",14,13,(X),(X),0,11,0,76.1,0,11,0,76.1,0,11,-,**,0,11,0,76.1,0,11,-,**,0,11,0,76.1,0,11,-,**,8,11,57.1,57.1,0,11,0,100
0600000US3601313860,3601313860,"Charlotte town, Chautauqua County, New York",665,62,(X),(X),0,11,0,4.4,15,15,2.3,2.2,0,11,0,73.6,11,10,1.7,1.5,0,11,0,85.9,0,11,0,4.4,0,11,-,**,3,4,0.5,0.5,0,11,0,100
0600000US3601314069,3601314069,"Chautauqua town, Chautauqua County, New York",1690,120,(X),(X),7,11,0.4,0.6,29,20,1.7,1.2,7,11,24.1,31,70,50,4.1,3,0,11,0,33.3,0,11,0,1.8,0,11,-,**,8,11,0.5,0.7,0,11,0,100
0600000US3601314072,3601314072,"Chautauqua Lake UT, Chautauqua County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
0600000US3601315198,3601315198,"Cherry Creek town, Chautauqua County, New York",364,55,(X),(X),0,11,0,7.9,6,8,1.6,2.1,0,11,0,100,15,14,4.1,3.5,0,11,0,73.6,3,4,0.8,1,0,11,0,100,0,11,0,7.9,0,11,-,**
0600000US3601316595,3601316595,"Clymer town, Chautauqua County, New York",523,50,(X),(X),20,11,3.8,2.3,3,4,0.6,0.7,0,11,0,100,110,28,21,5,20,11,18.2,10.9,6,6,1.1,1.1,0,11,0,100,0,11,0,5.6,0,11,-,**
0600000US3601321105,3601321105,"Dunkirk city, Chautauqua County, New York",5185,232,(X),(X),230,100,4.4,1.9,1019,165,19.7,3.3,205,91,20.1,8.8,68,43,1.3,0.8,18,29,26.5,35.6,13,14,0.3,0.3,7,11,53.8,53.8,46,55,0.9,1.1,0,18,0,42
0600000US3601321116,3601321116,"Dunkirk town, Chautauqua County, New York",503,62,(X),(X),34,35,6.8,6.6,99,48,19.7,8.6,16,25,16.2,22.8,24,25,4.8,4.7,18,25,75,39,0,11,0,5.8,0,11,-,**,0,11,0,5.8,0,11,-,**
0600000US3601323976,3601323976,"Ellery town, Chautauqua County, New York",1874,119,(X),(X),0,11,0,1.6,16,16,0.9,0.9,0,11,0,71.2,3,5,0.2,0.3,0,11,0,100,0,11,0,1.6,0,11,-,**,10,16,0.5,0.9,0,11,0,90.1
0600000US3601323998,3601323998,"Ellicott town, Chautauqua County, New York",3650,137,(X),(X),20,22,0.5,0.6,56,41,1.5,1.1,0,16,0,38.1,107,71,2.9,2,20,22,18.7,22.9,9,10,0.2,0.3,0,16,0,95,0,16,0,0.8,0,16,-,**
0600000US3601324053,3601324053,"Ellington town, Chautauqua County, New York",605,67,(X),(X),3,4,0.5,0.7,22,17,3.6,2.8,0,11,0,60.7,34,27,5.6,4.2,3,4,8.8,12.7,4,6,0.7,0.9,0,11,0,100,0,11,0,4.8,0,11,-,**
0600000US3601327606,3601327606,"French Creek town, Chautauqua County, New York",345,43,(X),(X),2,3,0.6,0.8,4,5,1.2,1.4,0,11,0,100,5,5,1.4,1.3,2,3,40,52.8,0,11,0,8.3,0,11,-,**,0,11,0,8.3,0,11,-,**
0600000US3601328838,3601328838,"Gerry town, Chautauqua County, New York",732,71,(X),(X),0,11,0,4,0,11,0,4,0,11,-,**,11,10,1.5,1.4,0,11,0,85.9,0,11,0,4,0,11,-,**,0,11,0,4,0,11,-,**
0600000US3601332050,3601332050,"Hanover town, Chautauqua County, New York",2862,145,(X),(X),30,37,1,1.3,50,41,1.7,1.5,30,37,60,36.1,73,38,2.6,1.3,0,16,0,32.3,0,16,0,1,0,16,-,**,0,16,0,1,0,16,-,**
0600000US3601332248,3601332248,"Harmony town, Chautauqua County, New York",829,73,(X),(X),12,20,1.4,2.3,46,36,5.5,4.2,12,20,26.1,38.6,11,11,1.3,1.3,0,11,0,85.9,0,11,0,3.6,0,11,-,**,0,11,0,3.6,0,11,-,**
0600000US3601338264,3601338264,"Jamestown city, Chautauqua County, New York",12788,345,(X),(X),261,115,2,0.9,879,180,6.9,1.4,236,117,26.8,10.6,247,81,1.9,0.6,19,21,7.7,8.1,22,18,0.2,0.1,6,9,27.3,41.3,10,15,0.1,0.1,0,24,0,90.1
0600000US3601339507,3601339507,"Kiantone town, Chautauqua County, New York",532,66,(X),(X),0,11,0,5.5,5,6,0.9,1.1,0,11,0,100,3,5,0.6,0.8,0,11,0,100,0,11,0,5.5,0,11,-,**,3,5,0.6,1,0,11,0,100
0600000US3601347592,3601347592,"Mina town, Chautauqua County, New York",395,61,(X),(X),3,5,0.8,1.2,0,11,0,7.3,0,11,-,**,5,6,1.3,1.5,3,5,60,60,0,11,0,7.3,0,11,-,**,0,11,0,7.3,0,11,-,**
0600000US3601352155,3601352155,"North Harmony town, Chautauqua County, New York",914,92,(X),(X),4,7,0.4,0.7,26,27,2.8,2.9,0,11,0,55.9,11,12,1.2,1.3,0,11,0,85.9,10,11,1.1,1.2,0,11,0,90.1,4,7,0.4,0.7,4,7,100,100
0600000US3601358926,3601358926,"Poland town, Chautauqua County, New York",887,75,(X),(X),19,31,2.1,3.5,9,10,1,1.1,0,11,0,95,24,32,2.7,3.6,19,31,79.2,47.7,6,10,0.7,1.1,0,11,0,100,0,11,0,3.3,0,11,-,**
0600000US3601358981,3601358981,"Pomfret town, Chautauqua County, New York",5008,282,(X),(X),54,50,1.1,1,241,111,4.8,2.1,0,18,0,11.7,99,65,2,1.3,35,42,35.4,29.4,71,59,1.4,1.2,19,22,26.8,27.3,0,18,0,0.6,0,18,-,**
0600000US3601359421,3601359421,"Portland town, Chautauqua County, New York",1644,146,(X),(X),0,11,0,1.8,26,22,1.6,1.3,0,11,0,55.9,24,26,1.5,1.6,0,11,0,58.2,4,8,0.2,0.5,0,11,0,100,0,11,0,1.8,0,11,-,**
0600000US3601361885,3601361885,"Ripley town, Chautauqua County, New York",971,79,(X),(X),0,11,0,3,12,15,1.2,1.5,0,11,0,82.3,13,12,1.3,1.2,0,11,0,79,0,11,0,3,0,11,-,**,0,11,0,3,0,11,-,**
0600000US3601366916,3601366916,"Sheridan town, Chautauqua County, New York",1106,68,(X),(X),9,12,0.8,1.1,57,34,5.2,3,5,9,8.8,15.7,26,15,2.4,1.4,4,8,15.4,27.1,0,11,0,2.7,0,11,-,**,0,11,0,2.7,0,11,-,**
0600000US3601366960,3601366960,"Sherman town, Chautauqua County, New York",544,54,(X),(X),9,8,1.7,1.5,5,6,0.9,1.1,0,11,0,100,71,25,13.1,4.7,9,8,12.7,10.8,0,11,0,5.4,0,11,-,**,0,11,0,5.4,0,11,-,**
0600000US3601371476,3601371476,"Stockton town, Chautauqua County, New York",824,100,(X),(X),0,11,0,3.6,0,11,0,3.6,0,11,-,**,5,7,0.6,0.9,0,11,0,100,3,5,0.4,0.6,0,11,0,100,0,11,0,3.6,0,11,-,**
0600000US3601377530,3601377530,"Villenova town, Chautauqua County, New York",385,53,(X),(X),0,11,0,7.5,10,14,2.6,3.6,0,11,0,90.1,3,4,0.8,1,0,11,0,100,0,11,0,7.5,0,11,-,**,3,4,0.8,1,0,11,0,100
0600000US3601379950,3601379950,"Westfield town, Chautauqua County, New York",2004,125,(X),(X),31,41,1.5,2,127,76,6.3,3.9,0,11,0,20.9,42,41,2.1,2.1,0,11,0,44,31,41,1.5,2,31,41,100,51.2,0,11,0,1.5,0,11,-,**
0600000US3601502781,3601502781,"Ashland town, Chemung County, New York",629,58,(X),(X),0,11,0,4.7,6,6,1,1,0,11,0,100,16,22,2.5,3.5,0,11,0,71.2,0,11,0,4.7,0,11,-,**,0,11,0,4.7,0,11,-,**
0600000US3601504132,3601504132,"Baldwin town, Chemung County, New York",396,49,(X),(X),0,11,0,7.3,3,4,0.8,1.1,0,11,0,100,6,6,1.5,1.5,0,11,0,100,3,4,0.8,1.1,0,11,0,100,2,5,0.5,1.2,0,11,0,100
0600000US3601506475,3601506475,"Big Flats town, Chemung County, New York",3187,164,(X),(X),0,16,0,0.9,71,80,2.2,2.5,0,16,0,33,46,43,1.4,1.4,0,16,0,42,32,33,1,1.1,0,16,0,50.4,13,21,0.4,0.7,0,16,0,79
0600000US3601512947,3601512947,"Catlin town, Chemung County, New York",995,74,(X),(X),0,11,0,3,8,8,0.8,0.8,0,11,0,100,17,15,1.7,1.5,0,11,0,69.1,5,8,0.5,0.8,0,11,0,100,0,11,0,3,0,11,-,**
0600000US3601515077,3601515077,"Chemung town, Chemung County, New York",908,77,(X),(X),0,11,0,3.2,0,11,0,3.2,0,11,-,**,5,8,0.6,0.9,0,11,0,100,0,11,0,3.2,0,11,-,**,0,11,0,3.2,0,11,-,**
0600000US3601524229,3601524229,"Elmira city, Chemung County, New York",10225,356,(X),(X),44,35,0.4,0.3,197,69,1.9,0.7,0,21,0,14.1,201,69,2,0.7,29,27,14.4,13.7,48,36,0.5,0.3,15,21,31.3,39.2,0,21,0,0.3,0,21,-,**
0600000US3601524240,3601524240,"Elmira town, Chemung County, New York",2977,199,(X),(X),9,16,0.3,0.5,9,14,0.3,0.5,0,16,0,95,115,72,3.9,2.4,9,16,7.8,14.6,0,16,0,1,0,16,-,**,0,16,0,1,0,16,-,**
0600000US3601524636,3601524636,"Erin town, Chemung County, New York",851,62,(X),(X),0,11,0,3.5,13,11,1.5,1.2,0,11,0,79,7,6,0.8,0.7,0,11,0,100,7,5,0.8,0.6,0,11,0,100,0,11,0,3.5,0,11,-,**
0600000US3601535705,3601535705,"Horseheads town, Chemung County, New York",8185,265,(X),(X),9,13,0.1,0.2,148,60,1.8,0.7,0,18,0,18.2,297,92,3.6,1.1,9,13,3,4.6,162,81,2,1,0,18,0,16.8,0,18,0,0.4,0,18,-,**
0600000US3601569617,3601569617,"Southport town, Chemung County, New York",4300,245,(X),(X),16,30,0.4,0.7,25,35,0.6,0.8,16,30,64,49.2,25,25,0.6,0.6,0,18,0,57,23,27,0.5,0.6,0,18,0,59.4,0,18,0,0.7,0,18,-,**
0600000US3601576892,3601576892,"Van Etten town, Chemung County, New York",622,63,(X),(X),0,11,0,4.7,10,9,1.6,1.5,0,11,0,90.1,8,7,1.3,1.2,0,11,0,100,4,5,0.6,0.8,0,11,0,100,0,11,0,4.7,0,11,-,**
0600000US3601577310,3601577310,"Veteran town, Chemung County, New York",1389,113,(X),(X),1,4,0.1,0.3,24,29,1.7,2.1,1,4,4.2,22.6,27,28,1.9,2,0,11,0,54.8,21,31,1.5,2.2,0,11,0,62.2,0,11,0,2.1,0,11,-,**
0600000US3601700353,3601700353,"Afton town, Chenango County, New York",1179,114,(X),(X),0,11,0,2.5,0,11,0,2.5,0,11,-,**,8,7,0.7,0.6,0,11,0,100,0,11,0,2.5,0,11,-,**,0,11,0,2.5,0,11,-,**
0600000US3601704044,3601704044,"Bainbridge town, Chenango County, New York",1360,128,(X),(X),12,13,0.9,1,13,17,1,1.3,0,11,0,79,98,76,7.2,5.8,9,13,9.2,15.7,3,5,0.2,0.3,3,5,100,100,9,13,0.7,1,0,11,0,95
0600000US3601717486,3601717486,"Columbus town, Chenango County, New York",356,49,(X),(X),0,11,0,8.1,8,7,2.2,1.9,0,11,0,100,0,11,0,8.1,0,11,-,**,0,11,0,8.1,0,11,-,**,0,11,0,8.1,0,11,-,**
0600000US3601718619,3601718619,"Coventry town, Chenango County, New York",597,81,(X),(X),0,11,0,4.9,10,9,1.7,1.6,0,11,0,90.1,7,8,1.2,1.3,0,11,0,100,0,11,0,4.9,0,11,-,**,0,11,0,4.9,0,11,-,**
0600000US3601728739,3601728739,"German town, Chenango County, New York",167,30,(X),(X),0,11,0,16.4,7,8,4.2,4.8,0,11,0,100,1,2,0.6,1.4,0,11,0,100,1,3,0.6,1.8,0,11,0,100,0,11,0,16.4,0,11,-,**
0600000US3601730422,3601730422,"Greene town, Chenango County, New York",2147,125,(X),(X),16,23,0.7,1.1,34,30,1.6,1.4,16,23,47.1,43.3,37,24,1.7,1.1,0,16,0,46.8,2,6,0.1,0.3,0,16,0,100,0,16,0,1.4,0,16,-,**
0600000US3601731148,3601731148,"Guilford town, Chenango County, New York",1327,111,(X),(X),0,11,0,2.2,34,28,2.6,2.1,0,11,0,48.9,12,19,0.9,1.4,0,11,0,82.3,9,12,0.7,0.9,0,11,0,95,0,11,0,2.2,0,11,-,**
0600000US3601742411,3601742411,"Lincklaen town, Chenango County, New York",149,32,(X),(X),2,4,1.3,2.7,0,11,0,18.1,0,11,-,**,11,8,7.4,5.3,0,11,0,85.9,0,11,0,18.1,0,11,-,**,2,4,1.3,2.7,2,4,100,100
0600000US3601744127,3601744127,"McDonough town, Chenango County, New York",356,44,(X),(X),0,11,0,8.1,11,7,3.1,1.9,0,11,0,85.9,8,10,2.2,2.8,0,11,0,100,0,11,0,8.1,0,11,-,**,0,11,0,8.1,0,11,-,**
0600000US3601749957,3601749957,"New Berlin town, Chenango County, New York",1113,87,(X),(X),0,11,0,2.7,4,6,0.4,0.6,0,11,0,100,9,13,0.8,1.1,0,11,0,95,26,21,2.3,1.9,0,11,0,55.9,0,11,0,2.7,0,11,-,**
0600000US3601753297,3601753297,"North Norwich town, Chenango County, New York",731,69,(X),(X),0,11,0,4,19,12,2.6,1.7,0,11,0,65.4,12,18,1.6,2.4,0,11,0,82.3,0,11,0,4,0,11,-,**,6,9,0.8,1.2,0,11,0,100
0600000US3601753979,3601753979,"Norwich city, Chenango County, New York",2821,176,(X),(X),34,29,1.2,1,47,37,1.7,1.3,13,18,27.7,40.5,66,45,2.3,1.6,9,14,13.6,23.1,7,12,0.2,0.4,0,16,0,100,12,18,0.4,0.6,12,18,100,82.2
0600000US3601753990,3601753990,"Norwich town, Chenango County, New York",1527,124,(X),(X),12,14,0.8,0.9,5,10,0.3,0.7,0,11,0,100,43,43,2.8,2.8,0,11,0,43.5,12,14,0.8,0.9,12,14,100,82.2,0,11,0,1.9,0,11,-,**
0600000US3601755717,3601755717,"Otselic town, Chenango County, New York",371,55,(X),(X),2,4,0.5,1.1,7,10,1.9,2.7,2,4,28.6,34.6,3,4,0.8,1.1,0,11,0,100,0,11,0,7.8,0,11,-,**,0,11,0,7.8,0,11,-,**
0600000US3601755959,3601755959,"Oxford town, Chenango County, New York",1675,101,(X),(X),18,20,1.1,1.2,94,54,5.6,3.1,18,20,19.1,22.1,28,18,1.7,1.1,0,11,0,53.8,0,11,0,1.8,0,11,-,**,0,11,0,1.8,0,11,-,**
0600000US3601757507,3601757507,"Pharsalia town, Chenango County, New York",294,55,(X),(X),0,11,0,9.7,2,3,0.7,1,0,11,0,100,0,11,0,9.7,0,11,-,**,0,11,0,9.7,0,11,-,**,13,15,4.4,4.9,0,11,0,79
0600000US3601758288,3601758288,"Pitcher town, Chenango County, New York",299,44,(X),(X),0,11,0,9.5,8,9,2.7,2.8,0,11,0,100,1,4,0.3,1.3,0,11,0,100,0,11,0,9.5,0,11,-,**,3,4,1,1.2,0,11,0,100
0600000US3601758772,3601758772,"Plymouth town, Chenango County, New York",729,70,(X),(X),0,11,0,4,12,13,1.6,1.9,0,11,0,82.3,7,12,1,1.6,0,11,0,100,0,11,0,4,0,11,-,**,0,11,0,4,0,11,-,**
0600000US3601759817,3601759817,"Preston town, Chenango County, New York",411,58,(X),(X),0,11,0,7,6,7,1.5,1.7,0,11,0,100,14,13,3.4,3.3,0,11,0,76.1,0,11,0,7,0,11,-,**,0,11,0,7,0,11,-,**
0600000US3601766894,3601766894,"Sherburne town, Chenango County, New York",1697,120,(X),(X),3,4,0.2,0.3,26,21,1.5,1.3,0,11,0,55.9,64,48,3.8,2.8,3,4,4.7,8.2,8,8,0.5,0.5,0,11,0,100,0,11,0,1.7,0,11,-,**
0600000US3601768055,3601768055,"Smithville town, Chenango County, New York",525,58,(X),(X),0,11,0,5.6,16,20,3,3.8,0,11,0,71.2,17,12,3.2,2.3,0,11,0,69.1,0,11,0,5.6,0,11,-,**,0,11,0,5.6,0,11,-,**
0600000US3601768110,3601768110,"Smyrna town, Chenango County, New York",542,56,(X),(X),0,11,0,5.4,3,4,0.6,0.8,0,11,0,100,9,9,1.7,1.7,0,11,0,95,0,11,0,5.4,0,11,-,**,0,11,0,5.4,0,11,-,**
0600000US3601901583,3601901583,"Altona town, Clinton County, New York",1025,109,(X),(X),6,10,0.6,1,27,25,2.6,2.4,0,11,0,54.8,17,13,1.7,1.3,6,10,35.3,44.3,0,11,0,2.9,0,11,-,**,0,11,0,2.9,0,11,-,**
0600000US3601903221,3601903221,"Au Sable town, Clinton County, New York",1228,100,(X),(X),3,5,0.2,0.4,12,10,1,0.8,3,5,25,48.4,27,28,2.2,2.3,0,11,0,54.8,12,13,1,1,0,11,0,82.3,3,5,0.2,0.4,0,11,0,100
0600000US3601905485,3601905485,"Beekmantown town, Clinton County, New York",2418,147,(X),(X),0,16,0,1.2,18,29,0.7,1.2,0,16,0,67.2,80,64,3.3,2.6,0,16,0,30.3,10,17,0.4,0.7,0,16,0,90.1,0,16,0,1.2,0,16,-,**
0600000US3601906761,3601906761,"Black Brook town, Clinton County, New York",607,72,(X),(X),7,12,1.2,1.9,4,8,0.7,1.3,0,11,0,100,12,13,2,2.1,7,12,58.3,58.3,0,11,0,4.8,0,11,-,**,9,13,1.5,2.2,0,11,0,95
0600000US3601913750,3601913750,"Champlain town, Clinton County, New York",2439,154,(X),(X),3,5,0.1,0.2,22,23,0.9,0.9,0,16,0,60.7,167,49,6.8,2,3,5,1.8,2.9,15,14,0.6,0.6,0,16,0,73.6,0,16,0,1.2,0,16,-,**
0600000US3601914113,3601914113,"Chazy town, Clinton County, New York",1720,90,(X),(X),10,16,0.6,0.9,0,11,0,1.7,0,11,-,**,74,48,4.3,2.8,10,16,13.5,23.5,9,14,0.5,0.8,0,11,0,95,0,11,0,1.7,0,11,-,**
